instance_name,num_nodes,instance_type,alpha,optimal_tsp_solution,best_fitness,opt_to_fit_dist,opt_to_fit_percent,current_iteration,last_update_iteration,current_time,last_update_time,stalled_iterations,largest_iteration_offset
doublecenter-100-n100,100,doublecenter,1,1886.7918,1947.0620000000004,60.2702,103.1943%,1131.2,1086.6,60.031859999999995,57.84492,44.6,107.6
doublecenter-100-n100,100,doublecenter,2,1886.3113,1522.202,-364.1093,80.6973%,1917.4,1835.6,60.00926,57.24284,81.8,271.6
doublecenter-100-n100,100,doublecenter,3,1886.1423,1247.596,-638.5463,66.1454%,2101.6,1817.8,60.017059999999994,51.8832,283.8,605.4

doublecenter-94-n100,100,doublecenter,1,1758.3221,1935.1419999999998,176.8199,110.0562%,1186.6,1165.6,60.020320000000005,59.00110000000001,21.0,127.2
doublecenter-94-n100,100,doublecenter,2,1758.2369,1563.02,-195.2169,88.8970%,1935.4,1738.8,60.01183999999999,53.84528,196.6,222.4
doublecenter-94-n100,100,doublecenter,3,1758.1006,1246.998,-511.1026,70.9287%,2175.0,1947.6,60.009119999999996,53.831680000000006,227.4,293.6

doublecenter-91-n100,100,doublecenter,1,1724.4722,1666.056,-58.4162,96.6125%,1169.0,1120.0,60.03768,57.21572,49.0,144.0
doublecenter-91-n100,100,doublecenter,2,1724.4722,1486.842,-237.6302,86.2201%,1896.4,1450.0,60.01598,46.03490000000001,446.4,250.6
doublecenter-91-n100,100,doublecenter,3,1724.4722,1176.806,-547.6662,68.2415%,2131.2,2014.8,60.01816,56.853660000000005,116.4,493.6

doublecenter-98-n100,100,doublecenter,1,1704.3696,1994.8739999999998,290.5044,117.0447%,1179.6,1154.4,60.02174,58.6539,25.2,50.4
doublecenter-98-n100,100,doublecenter,2,1702.8583,1503.526,-199.3323,88.2943%,1903.8,1717.0,60.01469999999999,54.1706,186.8,243.4
doublecenter-98-n100,100,doublecenter,3,1702.9074,1407.402,-295.5054,82.6470%,2122.8,2028.0,60.0099,57.28684,94.8,327.4

doublecenter-97-n100,100,doublecenter,1,1954.2071,2105.202,150.9949,107.7267%,1144.0,1076.6,60.01684,56.40632000000001,67.4,76.0
doublecenter-97-n100,100,doublecenter,2,1954.2071,1527.2599999999998,-426.9471,78.1524%,1941.6,1806.6,60.013920000000006,55.89002000000001,135.0,176.0
doublecenter-97-n100,100,doublecenter,3,1954.1396,1333.844,-620.2956,68.2574%,2146.6,1875.8,60.017219999999995,52.1654,270.8,244.6

doublecenter-93-n100,100,doublecenter,1,1574.8050,1609.328,34.5230,102.1922%,1157.8,1116.6,60.04223999999999,57.92676,41.2,106.6
doublecenter-93-n100,100,doublecenter,2,1574.4013,1332.674,-241.7273,84.6464%,1883.0,1742.4,60.01558,55.68062,140.6,224.4
doublecenter-93-n100,100,doublecenter,3,1574.8262,1117.612,-457.2142,70.9673%,2102.6,1808.0,60.0151,51.8663,294.6,245.6

doublecenter-99-n100,100,doublecenter,1,1693.6137,1652.75,-40.8637,97.5872%,1161.6,1132.2,60.02719999999999,58.5563,29.4,96.2
doublecenter-99-n100,100,doublecenter,2,1694.0095,1393.232,-300.7775,82.2446%,1903.8,1738.0,60.01582,54.77388,165.8,306.4
doublecenter-99-n100,100,doublecenter,3,1693.6137,1241.27,-452.3437,73.2912%,2144.8,1792.6,60.01146,50.06076,352.2,352.4

