Instance Name, Truck Speed, Drone Speed, Number of Nodes, TSP Sol Cost, Arcs in Gaux, Triples, Gaux Ini Time, Gaux Building Time, Shortest Path Time, FSTSP Sol Cost, Average Time (ns)
doublecenter-alpha_3-57-n10.txt, 1, 0.333333, 10, 792.45, 21, 11, 1306, 4671, 1079, 493.267, 46715
doublecenter-alpha_3-41-n9.txt, 1, 0.333333, 9, 865.611, 20, 11, 680, 4664, 1216, 670.736, 39040
doublecenter-alpha_1-67-n20.txt, 1, 1, 20, 814.52, 144, 124, 685, 31866, 2412, 657.173, 52207
doublecenter-96-n100.txt, 1, 0.5, 100, 2068.61, 212, 112, 995, 45312, 4326, 1543.45, 67870
doublecenter-99-n100.txt, 1, 0.5, 100, 1823.88, 219, 119, 1014, 46889, 4133, 1318.21, 69423
doublecenter-alpha_3-55-n10.txt, 1, 0.333333, 10, 953.958, 23, 13, 658, 4973, 1145, 507.946, 23604
doublecenter-alpha_3-97-n100.txt, 1, 0.333333, 100, 1989.94, 210, 110, 1039, 44881, 3953, 1416.73, 67287
doublecenter-alpha_1-18-n375.txt, 1, 1, 375, 3779.7, 2901, 2526, 2024, 619092, 35444, 3082.76, 675437
doublecenter-alpha_1-19-n6.txt, 1, 1, 6, 516.415, 27, 21, 633, 5702, 1023, 498.901, 24270
doublecenter-alpha_3-35-n8.txt, 1, 0.333333, 8, 616.589, 15, 7, 865, 3346, 1037, 539.865, 21916
doublecenter-alpha_3-114-n250.txt, 1, 0.333333, 250, 2721.71, 501, 251, 1616, 104835, 9015, 2096.43, 134004
doublecenter-alpha_1-19-n375.txt, 1, 1, 375, 3793.62, 3067, 2692, 2348, 713432, 36313, 3050.89, 774411
doublecenter-alpha_1-10-n500.txt, 1, 1, 500, 5010.15, 4137, 3637, 4804, 859552, 46685, 4106.49, 930041
doublecenter-4-n5.txt, 1, 0.5, 5, 461.76, 9, 4, 650, 2081, 888, 398.496, 21145
doublecenter-alpha_3-18-n375.txt, 1, 0.333333, 375, 4258.82, 766, 391, 2025, 158153, 41597, 3236.12, 224805
doublecenter-34-n8.txt, 1, 0.5, 8, 942.362, 15, 7, 847, 3189, 1000, 718.493, 21709
doublecenter-alpha_3-84-n75.txt, 1, 0.333333, 75, 2039.43, 158, 83, 2774, 33380, 3155, 1433.9, 57020
doublecenter-alpha_1-16-n6.txt, 1, 1, 6, 592.712, 26, 20, 664, 5718, 1040, 491.084, 24312
doublecenter-36-n8.txt, 1, 0.5, 8, 749.87, 15, 7, 863, 3161, 1031, 552.764, 21841
doublecenter-57-n10.txt, 1, 0.5, 10, 753.952, 21, 11, 698, 4532, 1274, 505.395, 23591
doublecenter-14-n375.txt, 1, 0.5, 375, 4098.9, 827, 452, 2088, 169602, 13985, 2951.85, 203980
doublecenter-alpha_1-102-n175.txt, 1, 1, 175, 2638.29, 1446, 1271, 1429, 311627, 16435, 2130.49, 348070
doublecenter-alpha_3-17-n375.txt, 1, 0.333333, 375, 4185.89, 775, 400, 2187, 156730, 15587, 2990.08, 205757
doublecenter-26-n7.txt, 1, 0.5, 7, 536.169, 13, 6, 615, 2772, 980, 454.826, 20989
doublecenter-alpha_1-35-n8.txt, 1, 1, 8, 616.589, 39, 31, 800, 8080, 1137, 571.328, 26452
doublecenter-alpha_3-80-n50.txt, 1, 0.333333, 50, 1500.26, 101, 51, 2781, 20154, 3569, 1036.3, 43914
doublecenter-alpha_1-20-n375.txt, 1, 1, 375, 3835.69, 3012, 2637, 2590, 1.13547e+06, 52092, 3194.74, 1.22046e+06
doublecenter-alpha_1-76-n50.txt, 1, 1, 50, 1479.27, 384, 334, 3063, 118854, 6999, 1112.32, 178207
doublecenter-alpha_3-7-n500.txt, 1, 0.333333, 500, 4492.82, 1003, 503, 5086, 208356, 17583, 3402.82, 249892
doublecenter-alpha_1-59-n10.txt, 1, 1, 10, 842.195, 46, 36, 672, 10190, 1446, 715.381, 29345
doublecenter-alpha_1-6-n500.txt, 1, 1, 500, 4008.75, 3887, 3387, 5310, 839684, 48195, 3221.25, 913275
doublecenter-alpha_3-27-n7.txt, 1, 0.333333, 7, 562.15, 16, 9, 624, 3686, 1114, 246.607, 22156
doublecenter-alpha_3-19-n375.txt, 1, 0.333333, 375, 3739.66, 761, 386, 2194, 157064, 14469, 2738.66, 192363
doublecenter-alpha_3-42-n9.txt, 1, 0.333333, 9, 839.407, 17, 8, 583, 3643, 1004, 475.535, 21762
doublecenter-alpha_1-64-n20.txt, 1, 1, 20, 1142.86, 132, 112, 658, 28428, 2265, 984.694, 48546
doublecenter-alpha_1-1-n375.txt, 1, 1, 375, 3706.28, 2868, 2493, 2384, 708109, 97170, 3049.29, 857029
doublecenter-alpha_1-86-n75.txt, 1, 1, 75, 1559.88, 646, 571, 2913, 141681, 7599, 1255.69, 170191
doublecenter-75-n50.txt, 1, 0.5, 50, 1415.82, 109, 59, 2973, 21748, 3753, 1104.48, 45644
doublecenter-alpha_1-120-n250.txt, 1, 1, 250, 3160.13, 2118, 1868, 1553, 441921, 22975, 2512.85, 484485
doublecenter-70-n20.txt, 1, 0.5, 20, 894.498, 42, 22, 676, 8673, 1371, 731.504, 27643
doublecenter-alpha_1-43-n9.txt, 1, 1, 9, 631.901, 50, 41, 605, 10301, 1316, 546.628, 28936
doublecenter-alpha_3-46-n9.txt, 1, 0.333333, 9, 584.011, 17, 8, 647, 3444, 1014, 466.784, 21681
doublecenter-alpha_3-47-n9.txt, 1, 0.333333, 9, 725.289, 17, 8, 581, 3500, 982, 630.251, 21507
doublecenter-alpha_1-74-n50.txt, 1, 1, 50, 1189.89, 401, 351, 2771, 102261, 5295, 970.135, 143298
