Instance Name, Truck Speed, Drone Speed, Number of Nodes, TSP Sol Cost, Arcs in Gaux, Triples, Gaux Ini Time, Gaux Building Time, Shortest Path Time, FSTSP Sol Cost, Average Time (ns)
doublecenter-alpha_3-57-n10.txt, 1, 0.333333, 10, 881.533, 110, 9, 8411, 3859, 1521, 553.608, 32527
doublecenter-alpha_3-41-n9.txt, 1, 0.333333, 9, 895.082, 90, 8, 5550, 3540, 1385, 698.553, 28899
doublecenter-alpha_1-67-n20.txt, 1, 1, 20, 1035.39, 420, 110, 15049, 25694, 3887, 696.201, 64446
doublecenter-96-n100.txt, 1, 0.5, 100, 2164.34, 10100, 109, 209347, 40368, 41752, 1640.88, 320235
doublecenter-99-n100.txt, 1, 0.5, 100, 2277.94, 10100, 108, 195140, 39219, 42190, 1631.63, 305128
doublecenter-alpha_3-55-n10.txt, 1, 0.333333, 10, 1116.92, 110, 9, 8598, 3890, 1518, 753.435, 34236
doublecenter-alpha_3-97-n100.txt, 1, 0.333333, 100, 2474.02, 10100, 99, 195605, 37047, 41555, 1856.32, 302748
doublecenter-alpha_1-18-n375.txt, 1, 1, 375, 4492.14, 141000, 2499, 2.53959e+06, 570637, 533494, 3423.37, 3.77397e+06
doublecenter-alpha_1-19-n6.txt, 1, 1, 6, 549.192, 42, 21, 3810, 5565, 994, 498.901, 28004
doublecenter-alpha_3-35-n8.txt, 1, 0.333333, 8, 620.696, 72, 7, 4930, 3097, 1200, 545.651, 26950
doublecenter-alpha_3-114-n250.txt, 1, 0.333333, 250, 3032.93, 62750, 249, 1.14807e+06, 92646, 237324, 2354.76, 1.52243e+06
doublecenter-alpha_1-19-n375.txt, 1, 1, 375, 4591.72, 141000, 2388, 3.14013e+06, 613078, 783569, 3854.42, 4.80625e+06
doublecenter-alpha_1-10-n500.txt, 1, 1, 500, 5675.29, 250500, 3360, 4.21718e+06, 846660, 958401, 4745.99, 6.23298e+06
doublecenter-4-n5.txt, 1, 0.5, 5, 476.218, 30, 4, 3245, 1859, 1017, 398.496, 23536
doublecenter-alpha_3-18-n375.txt, 1, 0.333333, 375, 4492.14, 141000, 375, 2.51696e+06, 143560, 536281, 2969.36, 3.33767e+06
doublecenter-34-n8.txt, 1, 0.5, 8, 1052.97, 72, 7, 6414, 4865, 1367, 625.689, 34069
doublecenter-alpha_3-84-n75.txt, 1, 0.333333, 75, 2109.01, 5700, 74, 191123, 46685, 48288, 1630.06, 321023
doublecenter-alpha_1-16-n6.txt, 1, 1, 6, 592.712, 42, 20, 3776, 5350, 1080, 491.084, 27969
doublecenter-36-n8.txt, 1, 0.5, 8, 749.87, 72, 7, 5298, 3030, 1304, 552.764, 28042
doublecenter-57-n10.txt, 1, 0.5, 10, 881.533, 110, 9, 10875, 5970, 2298, 553.608, 41907
doublecenter-14-n375.txt, 1, 0.5, 375, 4837.91, 141000, 420, 3.27591e+06, 155061, 550154, 3381.66, 4.12432e+06
doublecenter-alpha_1-102-n175.txt, 1, 1, 175, 3111.13, 30800, 1231, 718345, 319607, 157252, 2438.52, 1.23652e+06
doublecenter-alpha_3-17-n375.txt, 1, 0.333333, 375, 4493.01, 141000, 376, 2.37634e+06, 142177, 526222, 3197.57, 3.17837e+06
doublecenter-26-n7.txt, 1, 0.5, 7, 536.169, 56, 6, 4456, 2668, 1139, 454.826, 26333
doublecenter-alpha_1-35-n8.txt, 1, 1, 8, 620.696, 72, 34, 13307, 8788, 1401, 575.436, 42884
doublecenter-alpha_3-80-n50.txt, 1, 0.333333, 50, 1816.35, 2550, 49, 61252, 18852, 11968, 1152.3, 115156
doublecenter-alpha_1-20-n375.txt, 1, 1, 375, 4244.21, 141000, 2446, 2.4049e+06, 572117, 557111, 3467.04, 3.67082e+06
doublecenter-alpha_1-76-n50.txt, 1, 1, 50, 1917.5, 2550, 375, 61532, 82929, 15419, 1466.71, 183579
doublecenter-alpha_3-7-n500.txt, 1, 0.333333, 500, 5118.21, 250500, 499, 4.24593e+06, 199911, 1.01855e+06, 4004.71, 5.69257e+06
doublecenter-alpha_1-59-n10.txt, 1, 1, 10, 862.905, 110, 39, 8366, 9972, 1578, 698.587, 38673
doublecenter-alpha_1-6-n500.txt, 1, 1, 500, 5051.45, 250500, 3111, 4.07643e+06, 743550, 1.18934e+06, 4105.45, 6.22576e+06
doublecenter-alpha_3-27-n7.txt, 1, 0.333333, 7, 626.302, 56, 7, 4382, 2869, 1158, 243.103, 26248
doublecenter-alpha_3-19-n375.txt, 1, 0.333333, 375, 4591.72, 141000, 374, 2.28213e+06, 218188, 518472, 3516.33, 3.1473e+06
doublecenter-alpha_3-42-n9.txt, 1, 0.333333, 9, 863.333, 90, 8, 5324, 3302, 1265, 486.189, 27484
doublecenter-alpha_1-64-n20.txt, 1, 1, 20, 1224.16, 420, 102, 14880, 24304, 3692, 1067.21, 62220
doublecenter-alpha_1-1-n375.txt, 1, 1, 375, 4311.52, 141000, 2438, 2.32956e+06, 615444, 737589, 3522.96, 3.8271e+06
doublecenter-alpha_1-86-n75.txt, 1, 1, 75, 1835.85, 5700, 435, 129910, 113303, 26807, 1432.49, 295668
doublecenter-75-n50.txt, 1, 0.5, 50, 1677.84, 2550, 51, 59479, 19373, 11548, 1228.14, 113066
doublecenter-alpha_1-120-n250.txt, 1, 1, 250, 3355.99, 62750, 1655, 1.10443e+06, 383602, 255601, 2745.75, 1.79018e+06
doublecenter-70-n20.txt, 1, 0.5, 20, 985.755, 420, 21, 29216, 16374, 7246, 754.271, 84134
doublecenter-alpha_1-43-n9.txt, 1, 1, 9, 631.901, 90, 41, 5611, 10023, 1562, 546.628, 35797
doublecenter-alpha_3-46-n9.txt, 1, 0.333333, 9, 658.617, 90, 8, 5852, 3458, 1386, 489.622, 28826
doublecenter-alpha_3-47-n9.txt, 1, 0.333333, 9, 818.627, 90, 8, 5833, 3336, 1414, 663.227, 28722
doublecenter-alpha_1-74-n50.txt, 1, 1, 50, 1314.93, 2550, 288, 60698, 68630, 14415, 1083.59, 167163
doublecenter-alpha_1-119-n250.txt, 1, 1, 250, 3578.92, 62750, 1931, 1.06636e+06, 432872, 253043, 2721.67, 1.7961e+06
doublecenter-alpha_1-118-n250.txt, 1, 1, 250, 3668.47, 62750, 1688, 1.05871e+06, 383322, 252026, 2956.41, 1.73791e+06
doublecenter-alpha_1-60-n10.txt, 1, 1, 10, 1113.07, 110, 41, 8126, 10625, 1719, 883.243, 39272
doublecenter-3-n5.txt, 1, 0.5, 5, 621.379, 30, 7, 3364, 2595, 1040, 218.652, 24945
doublecenter-100-n100.txt, 1, 0.5, 100, 2139.33, 10100, 127, 195583, 43766, 42093, 1420.68, 309772
doublecenter-95-n100.txt, 1, 0.5, 100, 2423.91, 10100, 115, 196634, 41631, 41787, 1614.98, 308524
doublecenter-alpha_3-96-n100.txt, 1, 0.333333, 100, 2164.34, 10100, 99, 195048, 37637, 41733, 1640.87, 303062
doublecenter-alpha_1-21-n7.txt, 1, 1, 7, 747.538, 56, 25, 4211, 6822, 1201, 640.414, 30366
doublecenter-alpha_3-30-n7.txt, 1, 0.333333, 7, 720.747, 56, 6, 4390, 2629, 1157, 511.122, 26030
doublecenter-alpha_3-102-n175.txt, 1, 0.333333, 175, 3111.13, 30800, 174, 546581, 64841, 115833, 2206.66, 763523
doublecenter-alpha_1-12-n375.txt, 1, 1, 375, 4719.14, 141000, 2588, 2.6221e+06, 643314, 554803, 3718.24, 3.96277e+06
doublecenter-alpha_1-78-n50.txt, 1, 1, 50, 1596.55, 2550, 322, 61144, 73353, 14886, 1204.66, 172548
doublecenter-alpha_1-7-n5.txt, 1, 1, 5, 541.755, 30, 14, 3243, 4109, 906, 538.141, 26322
doublecenter-90-n75.txt, 1, 0.5, 75, 1711.47, 5700, 86, 117784, 30801, 23894, 1211.22, 198489
doublecenter-alpha_3-12-n6.txt, 1, 0.333333, 6, 540.077, 42, 5, 3712, 2370, 1075, 469.001, 25209
doublecenter-alpha_1-4-n250.txt, 1, 1, 250, 3775.04, 62750, 1663, 1.06613e+06, 380607, 249943, 3179.81, 1.73956e+06
doublecenter-7-n5.txt, 1, 0.5, 5, 541.755, 30, 4, 3402, 1885, 1028, 512.937, 23933
doublecenter-52-n10.txt, 1, 0.5, 10, 496.806, 110, 9, 8046, 3840, 1541, 379.401, 31799
doublecenter-alpha_3-4-n375.txt, 1, 0.333333, 375, 4106.52, 141000, 374, 2.55648e+06, 155772, 565680, 3088.35, 3.42239e+06
doublecenter-68-n20.txt, 1, 0.5, 20, 887.238, 420, 22, 16265, 9066, 3409, 708.373, 49457
doublecenter-alpha_3-1-n250.txt, 1, 0.333333, 250, 3910.96, 62750, 249, 1.14558e+06, 101728, 274739, 2848.42, 1.57152e+06
doublecenter-alpha_1-83-n75.txt, 1, 1, 75, 1826.79, 5700, 498, 125882, 120566, 30603, 1517.09, 304509
doublecenter-alpha_3-109-n175.txt, 1, 0.333333, 175, 2936.39, 30800, 174, 583888, 70723, 123857, 2265.87, 816316
doublecenter-53-n10.txt, 1, 0.5, 10, 823.122, 110, 11, 8610, 4561, 1678, 591.126, 34630
