Instance Name, Truck Speed, Drone Speed, Number of Nodes, TSP Sol Cost, Arcs in Gaux, Triples, Gaux Ini Time, Gaux Building Time, Shortest Path Time, FSTSP Sol Cost, Average Time (ns)
doublecenter-alpha_3-57-n10.txt, 1, 0.333333, 10, 793.443, 19, 9, 695, 4252, 1047, 515.045, 46111
doublecenter-alpha_3-41-n9.txt, 1, 0.333333, 9, 884.653, 20, 11, 658, 4246, 1082, 654.062, 22343
doublecenter-alpha_1-67-n20.txt, 1, 1, 20, 842.264, 178, 158, 668, 37714, 2539, 631.66, 57857
doublecenter-96-n100.txt, 1, 0.5, 100, 2044.86, 220, 120, 1024, 46305, 4135, 1511.19, 68407
doublecenter-99-n100.txt, 1, 0.5, 100, 1856.9, 246, 146, 1003, 51796, 5907, 1240.33, 75937
doublecenter-alpha_3-55-n10.txt, 1, 0.333333, 10, 1037.04, 21, 11, 674, 4546, 1093, 569.275, 23030
doublecenter-alpha_3-97-n100.txt, 1, 0.333333, 100, 2134.65, 211, 111, 990, 45351, 3910, 1546.51, 67799
doublecenter-alpha_1-18-n375.txt, 1, 1, 375, 3716.87, 3016, 2641, 2211, 710852, 36152, 2918.23, 770128
doublecenter-alpha_1-19-n6.txt, 1, 1, 6, 549.192, 27, 21, 689, 5697, 1066, 498.901, 24234
doublecenter-alpha_3-35-n8.txt, 1, 0.333333, 8, 658.277, 15, 7, 843, 3179, 1023, 563.88, 21819
doublecenter-alpha_3-114-n250.txt, 1, 0.333333, 250, 2881.71, 525, 275, 1603, 122719, 9586, 2014.07, 152530
doublecenter-alpha_1-19-n375.txt, 1, 1, 375, 3984.05, 3207, 2832, 2188, 683148, 40200, 3115.58, 750995
doublecenter-alpha_1-10-n500.txt, 1, 1, 500, 4882.26, 4016, 3516, 7015, 957307, 50862, 3844.45, 1.04245e+06
doublecenter-4-n5.txt, 1, 0.5, 5, 476.218, 9, 4, 651, 2017, 901, 398.496, 20502
doublecenter-alpha_3-18-n375.txt, 1, 0.333333, 375, 3716.87, 782, 407, 2123, 169750, 13314, 2582.3, 204058
doublecenter-34-n8.txt, 1, 0.5, 8, 1031.84, 17, 9, 840, 3829, 1091, 692.168, 22864
doublecenter-alpha_3-84-n75.txt, 1, 0.333333, 75, 1990.2, 158, 83, 2903, 33394, 3316, 1368.65, 57156
doublecenter-alpha_1-16-n6.txt, 1, 1, 6, 584.357, 24, 18, 672, 5317, 1052, 491.084, 24052
doublecenter-36-n8.txt, 1, 0.5, 8, 801.295, 18, 10, 839, 4015, 1043, 496.184, 22817
doublecenter-57-n10.txt, 1, 0.5, 10, 793.443, 23, 13, 702, 5081, 1201, 515.211, 24165
doublecenter-14-n375.txt, 1, 0.5, 375, 4073.04, 844, 469, 2242, 181941, 15038, 2803.47, 217919
doublecenter-alpha_1-102-n175.txt, 1, 1, 175, 2617.16, 1617, 1442, 1798, 353268, 17960, 2108.07, 391861
doublecenter-alpha_3-17-n375.txt, 1, 0.333333, 375, 4048.95, 770, 395, 2440, 162278, 16232, 2924.46, 200416
doublecenter-26-n7.txt, 1, 0.5, 7, 536.519, 13, 6, 803, 2924, 963, 475.522, 21908
doublecenter-alpha_1-35-n8.txt, 1, 1, 8, 658.277, 40, 32, 820, 8587, 1429, 586.475, 28384
doublecenter-alpha_3-80-n50.txt, 1, 0.333333, 50, 1518.65, 108, 58, 2767, 21949, 3774, 1017.86, 46101
doublecenter-alpha_1-20-n375.txt, 1, 1, 375, 3870.47, 3062, 2687, 2335, 655131, 36287, 3008.7, 713676
doublecenter-alpha_1-76-n50.txt, 1, 1, 50, 1513.82, 479, 429, 2940, 99381, 5617, 1124.41, 125458
doublecenter-alpha_3-7-n500.txt, 1, 0.333333, 500, 4577.71, 1036, 536, 4610, 214739, 16370, 3419.44, 254396
doublecenter-alpha_1-59-n10.txt, 1, 1, 10, 842.195, 46, 36, 639, 10012, 1447, 715.381, 28964
doublecenter-alpha_1-6-n500.txt, 1, 1, 500, 4163.72, 4154, 3654, 4980, 1.31761e+06, 49168, 3345.18, 1.39578e+06
doublecenter-alpha_3-27-n7.txt, 1, 0.333333, 7, 581.532, 15, 8, 612, 3287, 1051, 246.607, 21591
doublecenter-alpha_3-19-n375.txt, 1, 0.333333, 375, 3984.05, 797, 422, 2023, 176877, 13642, 2758.89, 212306
doublecenter-alpha_3-42-n9.txt, 1, 0.333333, 9, 817.948, 17, 8, 642, 3581, 1019, 475.508, 22312
doublecenter-alpha_1-64-n20.txt, 1, 1, 20, 1164.15, 134, 114, 696, 29445, 2182, 980.442, 49664
