Instance Name, Truck Speed, Drone Speed, Number of Nodes, TSP Sol Cost, Arcs in Gaux, Triples, Gaux Ini Time, Gaux Building Time, Shortest Path Time, FSTSP Sol Cost, Average Time (ns)
doublecenter-alpha_3-57-n10.txt, 1, 0.333333, 10, 793.443, 110, 9, 8192, 3799, 1554, 515.045, 31820
doublecenter-alpha_3-41-n9.txt, 1, 0.333333, 9, 884.653, 90, 11, 5612, 4063, 1435, 654.062, 28994
doublecenter-alpha_1-67-n20.txt, 1, 1, 20, 842.264, 420, 158, 14806, 34382, 4166, 631.66, 72861
doublecenter-96-n100.txt, 1, 0.5, 100, 2044.86, 10100, 120, 190766, 41330, 40952, 1511.19, 300495
doublecenter-99-n100.txt, 1, 0.5, 100, 1856.9, 10100, 146, 197995, 46764, 42475, 1240.33, 315363
doublecenter-alpha_3-55-n10.txt, 1, 0.333333, 10, 1037.04, 110, 11, 8043, 4249, 1471, 569.275, 31865
doublecenter-alpha_3-97-n100.txt, 1, 0.333333, 100, 2134.65, 10100, 111, 188625, 39832, 41029, 1546.51, 297155
doublecenter-alpha_1-18-n375.txt, 1, 1, 375, 3716.87, 141000, 2641, 2.35848e+06, 594810, 538896, 2918.23, 3.62427e+06
doublecenter-alpha_1-19-n6.txt, 1, 1, 6, 549.192, 42, 21, 3700, 5287, 948, 498.901, 27485
doublecenter-alpha_3-35-n8.txt, 1, 0.333333, 8, 658.277, 72, 7, 5150, 3034, 1251, 563.88, 27805
doublecenter-alpha_3-114-n250.txt, 1, 0.333333, 250, 2881.71, 62750, 275, 1.06813e+06, 105624, 236634, 2014.07, 1.45416e+06
doublecenter-alpha_1-19-n375.txt, 1, 1, 375, 3984.05, 141000, 2832, 2.36332e+06, 630595, 602461, 3115.58, 3.7379e+06
doublecenter-alpha_1-10-n500.txt, 1, 1, 500, 4882.26, 250500, 3516, 4.26963e+06, 807398, 1.04401e+06, 3844.45, 6.34945e+06
doublecenter-4-n5.txt, 1, 0.5, 5, 476.218, 30, 4, 3302, 1893, 1022, 398.496, 24109
doublecenter-alpha_3-18-n375.txt, 1, 0.333333, 375, 3716.87, 141000, 407, 2.37316e+06, 206529, 525782, 2582.3, 3.24129e+06
doublecenter-34-n8.txt, 1, 0.5, 8, 1031.84, 72, 9, 5066, 3442, 1302, 692.168, 27651
doublecenter-alpha_3-84-n75.txt, 1, 0.333333, 75, 1990.2, 5700, 83, 114806, 29946, 23351, 1368.65, 193471
doublecenter-alpha_1-16-n6.txt, 1, 1, 6, 584.357, 42, 18, 3780, 4793, 1035, 491.084, 27068
doublecenter-36-n8.txt, 1, 0.5, 8, 801.295, 72, 10, 5155, 3706, 1254, 496.184, 28318
doublecenter-57-n10.txt, 1, 0.5, 10, 793.443, 110, 13, 8091, 4609, 1622, 515.211, 33046
doublecenter-14-n375.txt, 1, 0.5, 375, 4073.04, 141000, 469, 2.62971e+06, 216368, 525270, 2803.47, 3.5092e+06
doublecenter-alpha_1-102-n175.txt, 1, 1, 175, 2617.16, 30800, 1442, 534929, 312356, 125849, 2108.07, 1.01016e+06
doublecenter-alpha_3-17-n375.txt, 1, 0.333333, 375, 4048.95, 141000, 395, 2.25753e+06, 139664, 521181, 2924.46, 3.1144e+06
doublecenter-26-n7.txt, 1, 0.5, 7, 536.519, 56, 6, 4207, 2575, 1046, 475.522, 25106
doublecenter-alpha_1-35-n8.txt, 1, 1, 8, 658.277, 72, 32, 4875, 7925, 1446, 586.475, 31543
doublecenter-alpha_3-80-n50.txt, 1, 0.333333, 50, 1518.65, 2550, 58, 59557, 20814, 11815, 1017.86, 114657
doublecenter-alpha_1-20-n375.txt, 1, 1, 375, 3870.47, 141000, 2687, 2.34285e+06, 600058, 588127, 3008.7, 3.66687e+06
doublecenter-alpha_1-76-n50.txt, 1, 1, 50, 1513.82, 2550, 429, 58809, 90149, 14637, 1124.41, 186134
doublecenter-alpha_3-7-n500.txt, 1, 0.333333, 500, 4577.71, 250500, 536, 4.11987e+06, 195568, 1.00315e+06, 3419.44, 5.54451e+06
doublecenter-alpha_1-59-n10.txt, 1, 1, 10, 842.195, 110, 36, 7925, 9540, 1834, 715.381, 38037
doublecenter-alpha_1-6-n500.txt, 1, 1, 500, 4163.72, 250500, 3654, 4.4284e+06, 1.06997e+06, 1.034e+06, 3345.18, 6.74926e+06
doublecenter-alpha_3-27-n7.txt, 1, 0.333333, 7, 581.532, 56, 8, 4165, 3077, 1215, 246.607, 25813
doublecenter-alpha_3-19-n375.txt, 1, 0.333333, 375, 3984.05, 141000, 422, 2.32598e+06, 150569, 518088, 2758.89, 3.12341e+06
doublecenter-alpha_3-42-n9.txt, 1, 0.333333, 9, 817.948, 90, 8, 5505, 3290, 1311, 475.508, 27746
doublecenter-alpha_1-64-n20.txt, 1, 1, 20, 1164.15, 420, 114, 14910, 25494, 3798, 980.442, 63426
doublecenter-alpha_1-1-n375.txt, 1, 1, 375, 3842.97, 141000, 2682, 2.30429e+06, 594865, 553078, 2980.57, 3.58104e+06
doublecenter-alpha_1-86-n75.txt, 1, 1, 75, 1591.62, 5700, 603, 114062, 130949, 28232, 1255.79, 298433
doublecenter-75-n50.txt, 1, 0.5, 50, 1418.46, 2550, 73, 58903, 23641, 12133, 1026.93, 117215
doublecenter-alpha_1-120-n250.txt, 1, 1, 250, 3030.57, 62750, 1917, 1.04382e+06, 479047, 245376, 2388.48, 1.81177e+06
doublecenter-70-n20.txt, 1, 0.5, 20, 884.713, 420, 19, 15055, 7446, 2960, 744.176, 44790
doublecenter-alpha_1-43-n9.txt, 1, 1, 9, 644.488, 90, 37, 5663, 9498, 1558, 567.181, 34579
doublecenter-alpha_3-46-n9.txt, 1, 0.333333, 9, 589.861, 90, 8, 5437, 3340, 1284, 466.9, 28002
doublecenter-alpha_3-47-n9.txt, 1, 0.333333, 9, 765.185, 90, 8, 5661, 3327, 1335, 651.308, 28419
doublecenter-alpha_1-74-n50.txt, 1, 1, 50, 1230.11, 2550, 338, 60238, 74418, 14439, 980.598, 172168
doublecenter-alpha_1-119-n250.txt, 1, 1, 250, 3264.71, 62750, 2185, 1.19622e+06, 614235, 374446, 2497.74, 2.23629e+06
doublecenter-alpha_1-118-n250.txt, 1, 1, 250, 3185.09, 62750, 2082, 1.14307e+06, 458641, 248322, 2482.59, 1.89573e+06
doublecenter-alpha_1-60-n10.txt, 1, 1, 10, 881.213, 110, 51, 7861, 11961, 1887, 726.999, 40319
doublecenter-3-n5.txt, 1, 0.5, 5, 570.096, 30, 9, 3081, 2922, 882, 218.652, 24283
doublecenter-100-n100.txt, 1, 0.5, 100, 2039.93, 10100, 157, 199640, 48579, 41828, 1436.7, 318459
doublecenter-95-n100.txt, 1, 0.5, 100, 2029.32, 10100, 135, 191358, 44917, 41669, 1330.57, 305546
doublecenter-alpha_3-96-n100.txt, 1, 0.333333, 100, 2044.86, 10100, 106, 191680, 38761, 40779, 1508.01, 299469
doublecenter-alpha_1-21-n7.txt, 1, 1, 7, 704.97, 56, 28, 4283, 7112, 1079, 640.414, 30148
doublecenter-alpha_3-30-n7.txt, 1, 0.333333, 7, 702.618, 56, 7, 4644, 2964, 1153, 520.523, 40555
doublecenter-alpha_3-102-n175.txt, 1, 0.333333, 175, 2617.16, 30800, 184, 562169, 103859, 194997, 1889.76, 915429
doublecenter-alpha_1-12-n375.txt, 1, 1, 375, 4068.66, 141000, 2823, 2.35298e+06, 636350, 540498, 3218.66, 3.66791e+06
doublecenter-alpha_1-78-n50.txt, 1, 1, 50, 1494.1, 2550, 369, 60111, 80059, 14618, 1132.83, 177718
doublecenter-alpha_1-7-n5.txt, 1, 1, 5, 541.755, 30, 14, 3130, 3897, 882, 538.141, 25572
doublecenter-90-n75.txt, 1, 0.5, 75, 1589.36, 5700, 110, 114091, 35937, 24056, 1086.89, 199454
doublecenter-alpha_3-12-n6.txt, 1, 0.333333, 6, 571.647, 42, 5, 3784, 2131, 1042, 470.47, 24794
doublecenter-alpha_1-4-n250.txt, 1, 1, 250, 3070.89, 62750, 1789, 1.16547e+06, 395407, 245859, 2410.8, 1.85082e+06
doublecenter-7-n5.txt, 1, 0.5, 5, 541.755, 30, 4, 3313, 1883, 971, 512.937, 24002
doublecenter-52-n10.txt, 1, 0.5, 10, 481.128, 110, 9, 8117, 3858, 1475, 397.015, 32094
doublecenter-alpha_3-4-n375.txt, 1, 0.333333, 375, 3818, 141000, 388, 2.4813e+06, 146143, 581726, 2813.31, 3.35351e+06
doublecenter-68-n20.txt, 1, 0.5, 20, 767.091, 420, 26, 15545, 9227, 3235, 598.009, 48046
doublecenter-alpha_3-1-n250.txt, 1, 0.333333, 250, 3086.13, 62750, 270, 1.11343e+06, 99232, 240080, 2133.69, 1.49778e+06
doublecenter-alpha_1-83-n75.txt, 1, 1, 75, 1636.39, 5700, 592, 117156, 129833, 29566, 1220.05, 302527
doublecenter-alpha_3-109-n175.txt, 1, 0.333333, 175, 2515.58, 30800, 189, 541982, 67528, 118017, 1868.02, 763450
doublecenter-53-n10.txt, 1, 0.5, 10, 817.416, 110, 13, 7811, 4559, 1588, 571.917, 32466
doublecenter-alpha_3-92-n100.txt, 1, 0.333333, 100, 1868.49, 10100, 105, 207302, 39543, 41778, 1329.42, 319230
doublecenter-alpha_1-17-n6.txt, 1, 1, 6, 621.071, 42, 16, 3786, 4638, 1138, 457.144, 27331
doublecenter-alpha_1-48-n9.txt, 1, 1, 9, 546.86, 90, 46, 5507, 11173, 1495, 448.447, 36537
doublecenter-106-n175.txt, 1, 0.5, 175, 2701.92, 30800, 221, 549589, 74534, 118106, 2001.5, 778504
